201126503,1.1947488,0.060050,0.569999999999999
201182911,0.9965622,0.625600,0.540784404652614
201197348,14.9123810,0.044450,0.650000000000000
201231940,0.5730357,0.090280,0.589293049177982
201238110,7.9069606,0.048480,0.520000000000000
201238163,1.0829614,0.023780,0.560000000000000
201239401,0.9055220,0.026280,0.495527295651168
201264302,0.2121940,0.027100,0.327444507805436
201577112,22.1979920,0.112000,0.400000000000000
201596733,2.8964139,0.049580,0.403188945929551
201650711,0.2596690,0.010200,0.616868290421304
201683540,1.9611469,0.087680,0.630116818562402
201717159,0.6040835,0.028290,0.670000000000000
201785059,1.3951513,0.023410,0.338783591743668
203099398,1.8389349,0.012010,0.571791836700935
203710387,1.4044283,0.322700,0.119999999999999
204888276,16.5631550,0.028760,0.470910110797973
205040048,3.3055191,0.034010,0.311360253758371
205064326,8.0241306,0.084980,0.580723160214926
205152172,0.9803613,0.020710,0.608605305797645
205947214,54.1698320,0.405200,0.550000000000000
205996447,0.8003276,0.361800,0.611901094006032
206032309,4.1107634,0.046650,0.179999999999999
206042996,0.3549097,0.021450,0.648107846311674
206056433,28.5649940,0.028520,0.680000000000000
206215704,0.6230939,0.034410,0.650000000000000
206298289,0.4348359,0.027230,0.452577754663591
206312951,1.5339666,0.023850,0.517786269506339
211314705,3.7940000,0.031731,0.388626180623520
211331236,1.2920000,0.036291,0.484028282234964
211357309,0.4639500,0.018600,0.482436701134803
211383821,1.5670000,0.018044,nan
211428897,1.6110000,0.022748,0.349803869856875
211509553,20.3590000,0.181997,0.482888404119988
211579112,17.7030000,0.080674,nan
211586387,35.3830000,0.030738,nan
211685045,0.7690570,0.035000,0.540000000000000
211770795,7.7280000,0.028133,nan
211783206,7.1340000,0.021212,nan
211924657,2.6450000,0.048634,0.311104438989106
211965883,10.5550000,0.035337,0.654853208403459
211969807,1.9740000,0.036401,nan
211995325,0.2792580,0.124300,0.619999999999999
211995398,32.5760000,0.195795,0.623519395724976
212006344,2.2190000,0.019484,0.520248634438157
212069861,30.9530000,0.040566,0.576194068593723
212088059,10.3660000,0.035211,0.509535561427938
212152341,6.6760000,0.198555,0.124309251589400
212154564,6.4140000,0.068141,nan
212161956,7.1870000,0.034576,nan
212351026,2.5480000,0.049828,0.399309363347732
212443973,0.7790000,0.019207,0.293389437318115
212454422,3.2690000,0.111682,nan
212563850,14.3110000,0.026248,0.643289306498445
212592101,4.5450000,0.079711,nan
212712473,7.2640000,0.056852,nan
212796016,3.2160000,0.017540,0.622881226404910
