epic, cmapaign, cdpp_6 [ppm], duration [days]
220401399, 8, 935.14270, 77.047999,
220401826, 8, 505.41705, 77.047876,
220401893, 8, 505.42068, 77.047876,
220402056, 8, 550.77570, 77.047874,
220402259, 8, 189.24715, 77.047867,
220402286, 8, 177.39896, 77.047859,
220402594, 8, 157.64301, 77.047927,
220402705, 8, 166.69858, 77.047977,
220403377, 8, 98.656349, 77.047997,
220403497, 8, 113.28168, 77.047865,
220403734, 8, 1095.4579, 77.047924,
220403782, 8, 204.40688, 77.047865,
220404599, 8, 356.21524, 77.047955,
220404872, 8, 253.24518, 77.047861,
220405210, 8, 268.46188, 77.047927,
220405297, 8, 117.71735, 77.047896,
220405707, 8, 430.10049, 77.048161,
220406778, 8, 216.90211, 77.007064,
220407165, 8, 339.80173, 77.047878,
220407291, 8, 392.08881, 77.047879,
220407464, 8, 392.46426, 77.047872,
220408418, 8, 428.45505, 77.047966,
220408965, 8, 72.423378, 77.047879,
220409102, 8, 3681.0579, 77.047868,
220409839, 8, 2468.7483, 77.047900,
220410294, 8, 202.04741, 77.047863,
220410379, 8, 69.240326, 77.047960,
220410390, 8, 140.93285, 77.047908,
220410416, 8, 139.30597, 77.047861,
220410485, 8, 115.64441, 77.047993,
220410538, 8, 201.12354, 77.048167,
220410876, 8, 60.276363, 77.047951,
220412247, 8, 2156.0593, 77.047877,
220412370, 8, 247.35582, 77.048008,
220412408, 8, 2667.5295, 77.048005,
220412642, 8, 1162.4960, 77.048175,
220412676, 8, 192.48105, 77.048172,
220412863, 8, 327.64212, 77.047904,
220413076, 8, 3551.1882, 77.047874,
220413077, 8, 152.71931, 77.047975,
220413350, 8, 83.371582, 77.047866,
220413615, 8, 52.469631, 77.047959,
220414132, 8, 2482.3413, 77.048177,
220414134, 8, 3143.1292, 77.048151,
220414169, 8, 175.50441, 77.047984,
220414173, 8, 103.88982, 77.047875,
220414623, 8, 433.18710, 77.047979,
220415017, 8, 168.91093, 77.048007,
220415409, 8, 140.06700, 77.047896,
220415797, 8, 193.99249, 77.047870,
220416486, 8, 1086.5411, 77.048017,
220416739, 8, 506.52789, 77.048152,
220416846, 8, 3074.8931, 77.047976,
220417389, 8, 310.02484, 77.047988,
220417687, 8, 189.05141, 77.047891,
220417698, 8, 79.182556, 77.047954,
220418807, 8, 63.275856, 77.047902,
220419069, 8, 53.522549, 77.047954,
220419174, 8, 1994.4305, 77.047866,
220419269, 8, 136.25726, 77.047876,
220419594, 8, 106.11253, 77.048006,
220419828, 8, 2247.5818, 77.048175,
220420121, 8, 465.60086, 77.047865,
220420178, 8, 52.041557, 77.047962,
220420398, 8, 459.13199, 77.047873,
220421131, 8, 108.34677, 77.047979,
220421451, 8, 614.64453, 77.048171,
220421642, 8, 173.29655, 77.047890,
220422081, 8, 5727.4980, 77.048187,
220422331, 8, 114.39806, 77.047866,
220422851, 8, 4923.4009, 77.048165,
220424246, 8, 54.060192, 77.047901,
220424585, 8, 50.395027, 77.047917,
220424619, 8, 102.69035, 77.047915,
220424651, 8, 1368.1091, 77.047950,
220425061, 8, 374.64151, 77.047917,
220425214, 8, 331.34378, 77.047891,
220425312, 8, 577.51813, 77.047911,
220425569, 8, 63.398655, 77.048154,
220425657, 8, 178.37500, 77.048147,
220425886, 8, 372.92987, 77.047993,
220426258, 8, 4127.5679, 77.048193,
220426374, 8, 1634.2874, 77.047984,
220426630, 8, 49.297306, 77.047910,
220427478, 8, 94.187233, 77.047911,
220427716, 8, 2488.5295, 77.048166,
220427994, 8, 99.250000, 77.047890,
220428391, 8, 4977.8408, 77.047995,
220428533, 8, 60.628574, 77.047890,
220428555, 8, 81.666901, 77.047902,
220428885, 8, 57.036655, 77.047976,
220428936, 8, 164.38179, 77.047903,
220429257, 8, 4758.5439, 77.048181,
220429437, 8, 210.33617, 77.048150,
220429607, 8, 153.63480, 77.047874,
220430050, 8, 506.75104, 77.047960,
220430081, 8, 216.95857, 77.047996,
220431002, 8, 432.42947, 77.047869,
220431052, 8, 416.13953, 77.047956,
220431281, 8, 109.79575, 77.047988,
220431580, 8, 1766.9347, 77.047991,
220433156, 8, 2211.5151, 77.047949,
220433161, 8, 193.71536, 77.048174,
220433529, 8, 1144.4645, 77.048170,
220433553, 8, 74.570778, 77.047969,
220433642, 8, 55.936890, 77.047972,
220433743, 8, 1728.0989, 77.048176,
220433969, 8, 135.82436, 77.047986,
220433987, 8, 60.718719, 77.047960,
220434089, 8, 88.727768, 77.047874,
220434123, 8, 771.18549, 77.047869,
220434324, 8, 1560.6484, 77.048165,
220434612, 8, 102.24825, 77.047895,
220434768, 8, 141.05978, 77.047920,
220435443, 8, 381.31747, 77.047947,
220435486, 8, 11370.626, 77.048192,
220436026, 8, 127.46888, 77.047898,
220436189, 8, 166.93686, 77.048180,
220436273, 8, 68.889130, 77.048172,
220436295, 8, 295.05447, 77.048005,
220436386, 8, 182.49266, 77.048188,
220436407, 8, 123.73029, 77.048034,
220436652, 8, 260.82672, 77.048012,
220436738, 8, 3160.8120, 77.048202,
220436820, 8, 99.210541, 77.007109,
220436839, 8, 292.88470, 77.047897,
220437266, 8, 341.15637, 77.048180,
220437311, 8, 192.66621, 77.047878,
220437334, 8, 1120.5427, 77.047919,
220437510, 8, 314.53583, 77.047887,
220437782, 8, 1626.2427, 77.048011,
220438211, 8, 151.52661, 77.047875,
220438269, 8, 150.75697, 77.047875,
220438386, 8, 867.50159, 77.047946,
220439455, 8, 122.68015, 77.048182,
220439962, 8, 185.40619, 77.047889,
220440102, 8, 395.66898, 77.047945,
220440161, 8, 134.06773, 77.048003,
220440291, 8, 750.17609, 77.047889,
220440429, 8, 75.493454, 77.047926,
220440684, 8, 525.10687, 77.047871,
220440725, 8, 204.33391, 77.047969,
220440789, 8, 2976.0999, 77.047920,
220441141, 8, 150.40387, 77.047895,
220441530, 8, 131.72615, 77.047976,
220441571, 8, 209.18214, 77.047886,
220441587, 8, 298.71228, 77.048186,
220441606, 8, 169.46291, 77.048006,
220441650, 8, 174.05109, 77.048176,
220441862, 8, 914.67535, 77.047927,
220441922, 8, 163.34377, 77.048159,
220442083, 8, 138.71307, 77.047996,
220442186, 8, 2100.0173, 77.047946,
220442189, 8, 396.06250, 77.048196,
220442542, 8, 1302.2931, 77.047975,
220442637, 8, 33.085678, 77.047954,
220443805, 8, 63.147152, 77.047874,
220444294, 8, 892.45288, 77.048169,
220444539, 8, 220.42342, 77.048163,
220444792, 8, 308.23679, 77.048148,
220445770, 8, 376.85718, 77.047963,
220445902, 8, 294.62610, 77.047891,
220446095, 8, 151.56743, 77.048154,
220446103, 8, 7450.6909, 77.048214,
220446223, 8, 77.637314, 77.048046,
220446483, 8, 146.61029, 77.047890,
220446907, 8, 617.48792, 77.048219,
220447310, 8, 274.23544, 77.007063,
220447793, 8, 743.37793, 77.048034,
220448008, 8, 2746.9517, 77.048163,
220448313, 8, 97.548759, 77.047957,
220448630, 8, 287.78448, 77.047922,
220449040, 8, 141.92851, 77.047913,
220449126, 8, 1406.5105, 77.048194,
220449379, 8, 104.17892, 77.047912,
220449391, 8, 217.68391, 77.048222,
220449394, 8, 109.58237, 77.047898,
220449645, 8, 69.616600, 77.047929,
220449945, 8, 3482.3782, 77.047877,
220449970, 8, 2347.9497, 77.047924,
220450217, 8, 1430.7413, 77.047981,
220450494, 8, 205.15155, 77.048151,
220450888, 8, 284.47034, 77.047893,
220450921, 8, 98.798294, 77.047907,
220451304, 8, 203.77454, 77.047876,
220451446, 8, 136.23141, 77.047925,
220451880, 8, 81.088181, 77.047894,
220453068, 8, 184.53514, 77.047971,
220453175, 8, 192.77931, 77.048195,
220453332, 8, 596.05035, 77.048228,
220454051, 8, 72.819687, 77.047888,
220454724, 8, 200.50273, 77.048206,
220454910, 8, 383.15286, 77.048202,
220454986, 8, 17.379837, 77.047958,
220455241, 8, 391.98981, 77.047960,
220455331, 8, 1545.7313, 77.047959,
220455557, 8, 223.54808, 77.047920,
220455874, 8, 117.12380, 77.047977,
220456372, 8, 343.88303, 77.048214,
220456382, 8, 98.747231, 77.047962,
220456421, 8, 159.29604, 77.048158,
220456507, 8, 345.79190, 77.047903,
220456695, 8, 145.79739, 77.048137,
220456705, 8, 55.218052, 77.047995,
220457186, 8, 46.088535, 77.047892,
220457558, 8, 56.151707, 77.047914,
220457691, 8, 1037.4606, 77.048160,
220457721, 8, 277.80353, 77.047908,
220458113, 8, 404.65991, 77.047975,
220458270, 8, 189.77155, 77.047900,
220458317, 8, 208.57825, 77.047925,
220458391, 8, 878.74988, 77.047991,
220458551, 8, 386.27109, 77.047914,
220458827, 8, 220.07809, 77.048190,
220459204, 8, 56.702511, 77.047900,
220459222, 8, 1079.1362, 77.048214,
220459298, 8, 301.45233, 77.048200,
220459305, 8, 225.56126, 77.048223,
220459547, 8, 109.06940, 77.047910,
220459694, 8, 371.29761, 77.047899,
220460169, 8, 241.40311, 77.048198,
220460606, 8, 7105.9614, 77.048205,
220460766, 8, 622.96033, 77.047907,
220460789, 8, 256.21375, 77.047895,
220460890, 8, 98.954529, 77.047974,
220461625, 8, 13272.050, 77.048236,
220462015, 8, 137.64532, 77.048043,
220463323, 8, 239.56656, 77.048173,
220463354, 8, 267.71008, 77.047922,
220463418, 8, 276.11349, 77.048211,
220463463, 8, 182.82521, 77.047928,
220463553, 8, 1621.9926, 77.048151,
220463671, 8, 291.93011, 77.048139,
220464069, 8, 149.28496, 77.047925,
220464081, 8, 427.13330, 77.048145,
220464101, 8, 173.93684, 77.047910,
220465300, 8, 3865.6084, 77.048173,
220465386, 8, 576.72247, 77.047990,
220465762, 8, 872.99512, 77.048034,
220465791, 8, 295.58884, 77.047903,
220466424, 8, 1262.7672, 77.047890,
220466456, 8, 190.96832, 77.048143,
220466839, 8, 378.05768, 77.048218,
220467060, 8, 228.83006, 77.048236,
220467322, 8, 50.691380, 77.047901,
220467420, 8, 269.63812, 77.027557,
220467479, 8, 1701.5793, 77.047922,
220467870, 8, 292.08975, 77.047893,
220467899, 8, 2193.7549, 77.007029,
220467932, 8, 341.20618, 77.047982,
220468016, 8, 236.72679, 77.048157,
220468256, 8, 1084.2258, 77.047977,
220468732, 8, 727.42615, 77.047925,
220468971, 8, 217.69624, 77.048215,
220469301, 8, 191.31100, 77.048038,
220469309, 8, 149.86259, 77.047975,
220469379, 8, 111.03699, 77.047969,
220469534, 8, 135.53751, 77.047910,
220469919, 8, 56.583145, 77.048031,
220470115, 8, 188.18512, 77.047910,
220470283, 8, 533.40839, 77.048175,
220470414, 8, 402.01385, 77.048236,
220470745, 8, 2719.9949, 77.047925,
220470885, 8, 1517.8115, 77.048050,
220471109, 8, 301.14035, 77.048199,
220471301, 8, 731.82874, 77.047925,
220471508, 8, 3532.6750, 77.048153,
220471616, 8, 264.03769, 77.047893,
220471795, 8, 82.831734, 77.048064,
220471837, 8, 536.69183, 77.048060,
220472590, 8, 355.63275, 77.048156,
220472882, 8, 276.51764, 77.048208,
220473308, 8, 252.96060, 77.048023,
220473531, 8, 327.40213, 77.048170,
220473627, 8, 104.58842, 77.048035,
220473660, 8, 347.55530, 77.047911,
220473887, 8, 419.61273, 77.048233,
220474718, 8, 78.106102, 77.048078,
220474890, 8, 288.67548, 77.047899,
220475125, 8, 1453.1362, 77.048050,
220475489, 8, 66.541031, 77.048163,
220475513, 8, 70.872719, 77.047986,
220475844, 8, 122.66766, 77.048205,
220475909, 8, 80.101051, 77.048068,
220476261, 8, 221.95145, 77.047979,
220476384, 8, 168.43512, 77.048222,
220476448, 8, 221.80475, 77.048166,
220476476, 8, 1201.5256, 77.047911,
220476859, 8, 216.59758, 77.047987,
220477402, 8, 107.30967, 77.048197,
220477528, 8, 46.925152, 77.047908,
220477553, 8, 211.61865, 77.048171,
220477684, 8, 4990.6099, 77.048225,
220478085, 8, 98.415146, 77.047920,
220478101, 8, 270.58731, 77.007339,
220478606, 8, 108.76496, 77.047916,
220478613, 8, 94.612656, 77.048038,
220478637, 8, 107.86047, 77.047916,
220478646, 8, 3541.7896, 77.048146,
220478657, 8, 179.60945, 77.048041,
220478888, 8, 384.88376, 77.048032,
220479085, 8, 765.23035, 77.048038,
220479208, 8, 371.07755, 77.047896,
220479338, 8, 118.74343, 77.048196,
220479532, 8, 218.50687, 77.048041,
220479880, 8, 291.94852, 77.047895,
220480333, 8, 50.483833, 77.048130,
220480564, 8, 351.81116, 77.048047,
220480645, 8, 367.42810, 77.048003,
220480849, 8, 262.80725, 77.048198,
220480859, 8, 206.26894, 77.048126,
220480958, 8, 2205.4453, 77.047926,
220481031, 8, 1188.0120, 77.048221,
220481841, 8, 114.25495, 77.048230,
220482664, 8, 374.24829, 77.047945,
220482786, 8, 251.86115, 77.048173,
220482955, 8, 78.424820, 77.048164,
220483050, 8, 2249.1506, 77.047897,
220483246, 8, 257.67139, 77.048222,
220483302, 8, 1281.0963, 77.047984,
220483667, 8, 302.33960, 77.047914,
220483822, 8, 94.342041, 77.047894,
220484383, 8, 121.54436, 77.048044,
220484810, 8, 306.94266, 77.047917,
220485590, 8, 41.792976, 77.048167,
220485890, 8, 184.23001, 77.047911,
220486331, 8, 345.29782, 77.048003,
220486700, 8, 1425.8712, 77.048060,
220487112, 8, 67.092102, 77.007210,
220487338, 8, 143.11639, 77.047897,
220487560, 8, 1962.6057, 77.047989,
220487636, 8, 107.29969, 77.048034,
220487842, 8, 346.66672, 77.048135,
220487944, 8, 246.26888, 77.048047,
220488003, 8, 171.77122, 77.048203,
220488204, 8, 613.18567, 77.047905,
220488805, 8, 2635.2458, 77.048189,
220489078, 8, 230.16147, 77.047922,
220489656, 8, 1348.9536, 77.048179,
220489689, 8, 153.81554, 77.047901,
220489771, 8, 2228.8628, 77.047945,
220489901, 8, 391.71124, 77.048221,
220490078, 8, 136.76534, 77.047995,
220490528, 8, 111.14877, 77.047987,
220490575, 8, 296.19742, 77.048180,
220490723, 8, 31.922710, 77.048074,
220491261, 8, 503.84509, 77.048219,
220491409, 8, 68.455238, 77.048091,
220491433, 8, 340.73090, 77.048045,
220491559, 8, 107.59523, 77.048042,
220491605, 8, 481.17368, 77.048079,
220491660, 8, 208.40744, 77.047896,
220491754, 8, 1245.8126, 77.047917,
220492640, 8, 381.86673, 77.048034,
220492738, 8, 96.857559, 77.047898,
220492811, 8, 164.59087, 77.048079,
220492918, 8, 155.12616, 77.048164,
220492943, 8, 2312.5876, 77.047942,
220492951, 8, 146.13298, 77.048033,
220492975, 8, 143.61636, 77.047949,
220493389, 8, 177.57379, 77.048160,
220493606, 8, 364.21341, 77.048023,
220493651, 8, 1002.7227, 77.047999,
220493736, 8, 123.20574, 77.048150,
220494376, 8, 2094.9768, 77.007184,
220494537, 8, 732.52484, 77.047924,
220495878, 8, 2826.1794, 77.047943,
220496036, 8, 964.40393, 77.047991,
220496179, 8, 162.25525, 77.047938,
220496459, 8, 2783.3132, 77.048204,
220496478, 8, 1827.0354, 77.048150,
220496646, 8, 2035.2039, 77.047992,
220496751, 8, 167.19853, 77.048176,
220496834, 8, 2904.7078, 77.047951,
220496843, 8, 156.69727, 77.047945,
220497123, 8, 2711.2205, 77.047968,
220497196, 8, 274.45966, 77.047995,
220497238, 8, 435.76736, 77.048095,
220497299, 8, 2729.7729, 77.048182,
220497665, 8, 91.659714, 77.048030,
220497725, 8, 478.13657, 77.048044,
220497928, 8, 5385.8306, 77.007340,
220497975, 8, 748.68524, 77.007200,
220498474, 8, 183.73955, 77.047890,
220498928, 8, 288.66986, 77.047911,
220498994, 8, 96.487228, 77.047944,
220499019, 8, 78.976120, 77.048164,
220499026, 8, 74.578766, 77.048084,
220499106, 8, 234.71265, 77.048221,
220499613, 8, 3876.4216, 77.048147,
220499826, 8, 88.299500, 77.047942,
220500319, 8, 280.69583, 77.048033,
220500488, 8, 764.30719, 77.048076,
220500714, 8, 49.124699, 77.047963,
220500798, 8, 3622.7224, 77.048150,
220501014, 8, 154.44395, 77.048029,
220501241, 8, 2944.0889, 77.048144,
220501313, 8, 15.218911, 77.047925,
220501801, 8, 225.65352, 77.047956,
220502608, 8, 188.42371, 77.048157,
220502719, 8, 1664.1216, 77.048206,
220502841, 8, 167.19983, 77.047974,
220503176, 8, 37.487644, 77.047969,
220503538, 8, 105.95384, 77.047969,
220504103, 8, 1675.7144, 77.048197,
220504607, 8, 258.15472, 77.047947,
220504663, 8, 321.72360, 77.047963,
220504765, 8, 82.406105, 77.048044,
220504875, 8, 49.897373, 77.048019,
220504972, 8, 110.11822, 77.047925,
220505078, 8, 206.45154, 77.048189,
220505224, 8, 217.43474, 77.048174,
220505479, 8, 2564.0146, 77.048081,
220505496, 8, 586.27295, 77.048197,
220506025, 8, 59.802422, 77.048094,
220506237, 8, 315.57462, 77.048017,
220506289, 8, 61.451046, 77.047917,
220506559, 8, 103.53046, 77.047953,
220506715, 8, 367.56055, 77.048016,
220506837, 8, 286.74527, 77.048087,
220507125, 8, 137.70842, 77.047914,
220507463, 8, 239.62654, 77.047912,
220507516, 8, 74.516022, 77.007060,
220507824, 8, 65.086128, 77.048161,
220508719, 8, 199.61397, 77.047924,
220509155, 8, 65.266891, 77.047965,
220509282, 8, 396.56787, 77.047913,
220509429, 8, 302.06262, 77.047979,
220509441, 8, 328.92551, 77.047925,
220510022, 8, 1682.8398, 77.048083,
220510178, 8, 66.815849, 77.048023,
220510467, 8, 228.36082, 77.007052,
220510493, 8, 121.89933, 77.048151,
220510569, 8, 106.52419, 77.048042,
220510814, 8, 101.19163, 77.047916,
220510843, 8, 65.782463, 77.047918,
220510875, 8, 225.28354, 77.048217,
220511170, 8, 192.30016, 77.048086,
220511225, 8, 159.27913, 77.048082,
220511337, 8, 159.83032, 77.048163,
220511439, 8, 77.692314, 77.048025,
220511720, 8, 2857.3071, 77.047970,
220512765, 8, 210.81470, 77.048174,
220513105, 8, 1837.1465, 77.048048,
220513205, 8, 46.900276, 77.047975,
220513700, 8, 50.156879, 77.048185,
220513761, 8, 146.87575, 77.048156,
220513832, 8, 410.93335, 77.048039,
220513898, 8, 311.67966, 77.047918,
220514033, 8, 167.55978, 77.048083,
220514465, 8, 137.43901, 77.047965,
220514556, 8, 268.29288, 77.048070,
220515548, 8, 63.784481, 77.048043,
220515762, 8, 1726.9313, 77.048189,
220516424, 8, 123.31532, 77.047962,
220516443, 8, 1705.2734, 77.047919,
220516447, 8, 2077.5059, 77.048055,
220516474, 8, 722.63141, 77.048201,
220516787, 8, 1428.7390, 77.048181,
220516794, 8, 62.113094, 77.048034,
220516899, 8, 1257.3500, 77.047965,
220517070, 8, 103.86359, 77.047899,
220517255, 8, 226.06830, 77.048078,
220517284, 8, 118.54151, 77.047986,
220517455, 8, 871.02844, 77.047888,
220518010, 8, 954.19751, 77.048016,
220518043, 8, 141.30324, 77.047970,
220518116, 8, 583.47363, 77.048186,
220518169, 8, 509.91171, 77.048016,
220518401, 8, 65.061806, 77.047986,
220518607, 8, 227.73558, 77.048021,
220518608, 8, 173.07585, 77.047925,
220518811, 8, 237.86391, 77.048024,
220518837, 8, 333.98657, 77.048200,
220518991, 8, 168.39941, 77.048182,
220519018, 8, 703.04260, 77.048208,
220519192, 8, 151.51289, 77.048055,
220519377, 8, 360.22025, 77.047951,
220519707, 8, 130.97421, 77.047941,
220519732, 8, 1011.3143, 77.047916,
220519888, 8, 172.00586, 77.047977,
220521077, 8, 92.141731, 77.048082,
220521314, 8, 164.80084, 77.047898,
220521320, 8, 100.09714, 77.047966,
220521458, 8, 84.378242, 77.048014,
220521699, 8, 211.71323, 77.047960,
220522168, 8, 131.62341, 77.047956,
220522202, 8, 1396.5381, 77.048088,
220522578, 8, 172.24928, 77.047889,
220522639, 8, 338.00977, 77.048034,
220522664, 8, 93.097580, 77.047888,
220522679, 8, 67.544083, 77.047892,
220523011, 8, 178.82234, 77.047938,
220523176, 8, 173.42577, 77.047957,
220523282, 8, 2325.9297, 77.047889,
220523590, 8, 850.21759, 77.047976,
220523750, 8, 143.24530, 77.047964,
220524049, 8, 197.91621, 77.048027,
220524092, 8, 48.070286, 77.047944,
220524511, 8, 85.445946, 77.047983,
220524512, 8, 268.83298, 77.047980,
220524575, 8, 1303.7463, 77.047942,
220524750, 8, 211.86914, 77.047949,
220525225, 8, 372.24255, 77.047949,
220525600, 8, 72.834373, 77.047989,
220525616, 8, 112.32874, 77.047967,
220525702, 8, 2294.3882, 77.048205,
220525893, 8, 879.65375, 77.048024,
220526198, 8, 236.99648, 77.048183,
220526222, 8, 112.43564, 77.048052,
220526383, 8, 80.578400, 77.048069,
220526640, 8, 215.18710, 77.048025,
220526778, 8, 175.69180, 77.048020,
220527032, 8, 138.57220, 77.047924,
220527135, 8, 711.89209, 77.048071,
220527208, 8, 58.177803, 77.047894,
220527399, 8, 5623.8179, 77.047890,
220527425, 8, 251.27464, 77.047938,
220527880, 8, 190.11375, 77.047921,
220528364, 8, 83.498154, 77.047988,
220528397, 8, 240.35419, 77.047889,
220528770, 8, 497.38803, 77.047891,
220528787, 8, 129.32639, 77.047892,
220528887, 8, 394.08508, 77.047892,
220529024, 8, 574.52618, 77.048187,
220529038, 8, 681.53302, 77.047963,
220529093, 8, 95.949829, 77.047995,
220529442, 8, 377.00436, 77.047903,
220530126, 8, 485.00900, 77.048079,
220530375, 8, 50.431450, 77.048073,
220530461, 8, 270.89432, 77.047970,
220530788, 8, 229.97635, 77.048031,
220531357, 8, 613.43878, 77.047954,
220531791, 8, 932.04895, 77.047896,
220531829, 8, 323.97165, 77.047938,
220531836, 8, 100.58567, 77.047896,
220531984, 8, 730.46497, 77.047990,
220532211, 8, 4815.2227, 77.047893,
220532437, 8, 142.18066, 77.047943,
220532689, 8, 3309.5952, 77.048203,
220532764, 8, 82.413612, 77.047986,
220532965, 8, 136.74236, 77.047891,
220533217, 8, 695.45093, 77.048068,
220533352, 8, 143.25974, 77.048183,
220533376, 8, 415.38251, 77.047912,
220533475, 8, 294.36761, 77.048189,
220533744, 8, 324.41162, 77.047898,
220534096, 8, 106.25361, 77.047980,
220534518, 8, 391.15521, 77.048071,
220534527, 8, 430.08090, 77.048034,
220534635, 8, 192.30367, 77.047906,
220534922, 8, 279.97708, 77.047973,
220534929, 8, 126.07742, 77.047946,
220535453, 8, 87.983101, 77.048082,
220536283, 8, 258.75659, 77.047894,
220536421, 8, 113.43076, 77.048195,
220536898, 8, 1997.6722, 77.047935,
220537163, 8, 5649.1909, 77.048201,
220538091, 8, 146.10732, 77.047973,
220538360, 8, 236.73563, 77.047897,
220538494, 8, 124.87347, 77.047909,
220538839, 8, 307.96094, 77.047972,
220539410, 8, 297.14755, 77.047992,
220539579, 8, 1963.8813, 77.047949,
220541338, 8, 154.04346, 77.047940,
220541600, 8, 156.47986, 77.047895,
220541697, 8, 2735.2805, 77.047907,
220541816, 8, 407.75070, 77.047948,
220542668, 8, 450.13647, 77.047893,
220542745, 8, 353.71249, 77.047985,
220543150, 8, 81.975700, 77.048066,
220543732, 8, 413.76895, 77.047908,
220544114, 8, 592.26257, 77.048198,
220544149, 8, 112.56631, 77.048057,
220544153, 8, 75.792625, 77.048087,
220544669, 8, 5955.5020, 77.047901,
220544690, 8, 513.35339, 77.047895,
220544692, 8, 335.20969, 77.047919,
220545085, 8, 363.30823, 77.007072,
220545107, 8, 6042.1543, 77.048011,
220545113, 8, 102.66200, 77.047981,
220545586, 8, 395.24100, 77.047960,
220546411, 8, 6380.8047, 77.047891,
220546874, 8, 333.89450, 77.047910,
220547243, 8, 70.881577, 77.048043,
220547792, 8, 1711.8018, 77.047960,
220548147, 8, 3286.6301, 77.047901,
220548469, 8, 210.62938, 77.048067,
220548935, 8, 128.62738, 77.048070,
220549063, 8, 192.62988, 77.047946,
220549373, 8, 373.89139, 77.048063,
220549408, 8, 360.38434, 77.047892,
220549753, 8, 388.45386, 77.047909,
220549900, 8, 115.02891, 77.047901,
220549956, 8, 186.94234, 77.047979,
220549983, 8, 238.64702, 77.048078,
220550565, 8, 131.97220, 77.047910,
220550814, 8, 248.50409, 77.047894,
220551141, 8, 213.22989, 77.047898,
220551429, 8, 118.89643, 77.047980,
220552197, 8, 86.113922, 77.048015,
220552440, 8, 166.92697, 77.047909,
220552625, 8, 807.45978, 77.047915,
220553139, 8, 257.14966, 77.047993,
220553620, 8, 465.37323, 77.047898,
220554233, 8, 110.53705, 77.047949,
220554403, 8, 3375.8208, 77.047897,
220554436, 8, 32.323490, 77.048050,
220554726, 8, 431.60498, 77.048078,
220555063, 8, 117.44226, 77.047898,
220555296, 8, 183.69609, 77.047943,
220555299, 8, 59.202854, 77.007055,
220556319, 8, 869.67371, 77.047965,
220556827, 8, 206.59132, 77.047953,
220557000, 8, 225.94058, 77.047893,
220557502, 8, 1002.5385, 77.048062,
220557913, 8, 165.24898, 77.047960,
220557951, 8, 1049.4929, 77.048056,
220558848, 8, 70.390160, 77.047902,
220558947, 8, 347.37183, 77.047906,
220558965, 8, 476.57434, 77.048007,
220559293, 8, 66.623161, 77.047906,
220559514, 8, 131.32155, 77.048059,
220559579, 8, 310.17462, 77.047992,
220559945, 8, 98.443245, 77.047913,
220560044, 8, 1177.4321, 77.047964,
220560424, 8, 142.89972, 77.047914,
220560740, 8, 183.65292, 77.047978,
220560784, 8, 1982.9395, 77.048078,
220560993, 8, 2478.1448, 77.047926,
220561229, 8, 1438.1277, 77.047903,
220561359, 8, 749.21472, 77.047903,
220561461, 8, 88.292908, 77.048081,
220561487, 8, 300.41040, 77.047973,
220561510, 8, 160.72980, 77.048031,
220561621, 8, 277.93384, 77.047965,
220561772, 8, 91.689751, 77.048036,
220561851, 8, 126.54733, 77.048062,
220561974, 8, 228.21413, 77.048068,
220562050, 8, 3034.5811, 77.047956,
220562195, 8, 696.31946, 77.047974,
220562625, 8, 101.01124, 77.047927,
220562760, 8, 79.280502, 77.048074,
220563254, 8, 180.50024, 77.048066,
220563441, 8, 2246.9988, 77.047922,
220563999, 8, 641.72864, 77.047962,
220564301, 8, 144.90947, 77.048022,
220564671, 8, 51.779514, 77.007201,
220565290, 8, 302.17651, 77.047922,
220565300, 8, 102.64912, 77.048006,
220565337, 8, 380.75803, 77.047897,
220566176, 8, 268.66718, 77.047896,
220567222, 8, 120.14380, 77.047958,
220567412, 8, 95.444107, 77.047926,
220567978, 8, 657.62561, 77.047985,
220568182, 8, 435.91867, 77.048031,
220569156, 8, 178.05273, 77.047990,
220570048, 8, 210.70526, 77.047908,
220570170, 8, 259.45972, 77.048029,
220570435, 8, 1658.2596, 77.047915,
220570478, 8, 256.45856, 77.048009,
220570695, 8, 315.25363, 77.048071,
220570758, 8, 1297.9927, 77.048076,
220570785, 8, 157.86810, 77.047938,
220571395, 8, 231.45883, 77.047972,
220571669, 8, 4732.7852, 77.048034,
220572004, 8, 108.97495, 77.048039,
220572045, 8, 2301.4355, 77.047906,
220572327, 8, 17.692337, 77.048015,
220572824, 8, 163.27826, 77.047942,
220573728, 8, 91.000877, 77.048009,
220573905, 8, 41.186665, 77.047908,
220574272, 8, 1786.7633, 77.047896,
220574322, 8, 1482.1472, 77.047973,
220574826, 8, 386.83298, 77.047940,
220575094, 8, 574.61151, 77.048044,
220575907, 8, 183.69684, 77.048043,
220576337, 8, 371.31992, 77.048007,
220576495, 8, 90.945847, 77.047976,
220576500, 8, 71.986412, 77.047977,
220577372, 8, 3965.1016, 77.047908,
220577378, 8, 1502.1908, 77.047910,
220577605, 8, 450.41187, 77.047907,
220577906, 8, 5119.4502, 77.047903,
220578009, 8, 178.13103, 77.007056,
220578093, 8, 42.544125, 77.047967,
220578940, 8, 359.84317, 77.047985,
220579282, 8, 93.365997, 77.007043,
220580168, 8, 77.565620, 77.047905,
220580676, 8, 1187.0587, 77.048028,
220580858, 8, 3386.6045, 77.047972,
220581121, 8, 72.470085, 77.047989,
