EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
201553606,11 33 31.360,+01 20 30.53,1,9.428,,271-431-1,457-049092,11333135+0120305,,STAR,gri,rpm,-16.3,1.4,-1.7,1.4,,,10.645,0.063,9.681,0.036,,,10.18,0.03,9.515,0.04,9.105,0.09,,,7.859,0.027,7.387,0.033,7.234,0.023,,,,,,,,,4986,139,79,2.409,0.207,0.115,-0.652,0.2,0.52,10.147,1.082,1.518,0.961,0.096,0.096,8.94E-04,8.09E-04,2.96E-04,544.2,62.19,76.5,0.028,0.016,0.008,,,
201555742,11 27 22.698,+01 22 25.84,1,7.386,,264-31-1,457-048949,11272268+0122258,,STAR,BV,rpm,36.3,1,-105,1,,,8.519,0.02,7.55,0.013,,,,,,,,,,,5.757,0.021,5.231,0.021,5.074,0.016,,,,,,,,,4822,76,114,2.634,0.567,0.315,-0.271,0.2,0.48,7.862,3.091,3.811,1.111,0.184,0.22,0.002,0.014,0.001,159.5,75.35,43.96,0.024,0.015,0.011,,,
201562530,11 27 52.899,+01 28 26.62,1,8.296,,264-897-1,458-050550,11275289+0128266,,STAR,BV,rpm,-126.6,1,15.2,1.1,,,8.832,0.021,8.357,0.016,,,,,,,,,,,7.458,0.02,7.34,0.044,7.216,0.021,,,,,,,,,6585,575,287,4.201,0.105,0.126,-0.011,0.12,0.15,1.532,0.332,0.273,1.376,0.133,0.16,0.37,0.177,0.139,102,24.18,25.2,0.018,0.008,0.008,,,
201563123,11 16 00.481,+01 28 57.42,1,9.901,,263-242-1,458-050261,11160048+0128575,,STAR,gri,rpm,-55.5,1.2,-42.7,1.2,,,10.487,0.048,9.953,0.039,,,10.241,0.13,9.849,0.02,9.755,0.09,,,8.963,0.024,8.732,0.024,8.669,0.023,,,,,,,,,6222,148,185,4.231,0.1,0.18,-0.035,0.12,0.24,1.336,0.331,0.172,1.17,0.117,0.137,0.435,0.242,0.194,167.3,41.66,24.57,0.025,0.012,0.01,,,
201565009,11 47 08.766,+01 30 36.67,1,9.594,,272-228-1,458-051066,11470875+0130366,,STAR,gri,rpm,-50.8,1.1,-41.2,1.1,,,10.341,0.044,9.74,0.035,,,10.107,0.18,9.482,0.06,9.375,0.03,,,8.473,0.024,8.22,0.046,8.115,0.023,,,,,,,,,6032,178,249,4.259,0.165,0.264,-0.062,0.2,0.2,1.24,0.531,0.223,1.127,0.165,0.137,0.493,0.373,0.314,121.6,49.53,26.34,0.021,0.011,0.007,,,
201567153,11 46 14.411,+01 32 32.49,1,9.417,,272-673-1,458-051033,11461440+0132325,,STAR,gri,rpm,-58,1.2,21.4,1.2,,,9.919,0.032,9.452,0.028,,,9.915,0.19,9.3,0.06,9.204,0.05,,,8.351,0.027,8.178,0.059,8.037,0.024,,,,,,,,,6191,289,241,4.159,0.175,0.245,-0.021,0.12,0.18,1.467,0.566,0.349,1.207,0.219,0.137,0.382,0.371,0.234,132,58.1,34.6,0.022,0.011,0.007,,,
201567351,11 39 24.815,+01 32 43.37,1,9.717,56856,271-668-1,458-050848,11392480+0132434,,STAR,gri,plx,-71.72,1.46,-20.71,1.19,7.23,1.43,10.197,0.037,9.707,0.034,,,10.153,0.03,9.646,0.04,9.53,0.06,,,8.79,0.021,8.587,0.031,8.539,0.021,,,,,,,,,6009,121,121,4.263,0.105,0.168,0.028,0.12,0.15,1.273,0.303,0.189,1.132,0.098,0.082,0.541,0.25,0.268,138.3,27.36,27.36,0.024,0.012,0.01,,,
201570076,11 08 57.272,+01 35 11.45,1,9.862,,262-543-1,458-050092,11085727+0135114,,STAR,gri,rpm,5.7,1,-26.2,1,,,10.475,0.043,9.97,0.036,,,10.186,0.03,9.785,0.04,9.723,0.07,,,8.985,0.024,8.737,0.051,8.654,0.021,,,,,,,,,6150,148,148,4.058,0.27,0.225,-0.029,0.15,0.21,1.655,0.672,0.478,1.231,0.208,0.148,0.219,0.407,0.128,201.6,77.97,56.23,0.028,0.017,0.012,,,
201570096,11 16 07.350,+01 35 12.18,1,8.976,,263-136-1,458-050263,11160735+0135120,,STAR,gri,rpm,3.3,1.2,1.9,1.2,,,9.586,0.025,9.098,0.021,,,9.891,0.03,8.986,0.04,8.584,0.02,,,7.876,0.02,7.666,0.042,7.547,0.018,,,,,,,,,5354,102,123,2.478,0.045,2.286,-2.023,0.76,0.05,8.974,108.726,0.553,0.812,0.062,0.016,0.001,1.95E-04,0.001,6087,182.6,5528,0.043,0.001,0.004,,,
201570932,11 40 22.241,+01 35 56.73,1,8.935,56938,272-477-1,458-050875,11402224+0135567,,STAR,gri,plx,-49.75,1.14,-4.73,1.1,9.89,1.18,9.542,0.028,8.926,0.021,,,9.831,0.03,9.163,0.04,8.551,0.06,,,7.784,0.03,7.531,0.047,7.426,0.021,,,,,,,,,5467,193,107,3.891,0.066,0.077,-0.079,0.25,0.25,1.919,0.315,0.113,1.076,0.131,0.073,0.148,0.028,0.043,101.1,12.06,12.06,0.021,0.015,0.007,,,
201571251,11 46 54.001,+01 36 15.15,1,8.337,,272-854-1,459-049135,,,STAR,gri,pmV,-30.1,1.5,-5.3,1.5,,,11.149,0.089,9.985,0.044,,,10.536,0.15,9.246,0.14,7.394,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201574066,11 20 14.753,+01 38 49.07,1,9.074,55368,264-1035-1,459-048495,11201475+0138491,,STAR,gri,plx,32.77,1.25,-17.2,0.96,11.77,1.14,9.729,0.031,9.12,0.023,,,9.568,0.3,9.088,0.21,8.863,0.05,,,8.102,0.026,7.859,0.042,7.77,0.021,,,,,,,,,6024,182,182,4.373,0.055,0.077,-0.069,0.16,0.32,1.098,0.095,0.073,1.069,0.08,0.112,0.758,0.153,0.15,84.96,8.229,8.229,0.017,0.008,0.006,,,
201583334,11 51 09.605,+01 47 08.90,1,9.467,,273-421-1,459-049243,11510960+0147089,,STAR,gri,rpm,-58,1.3,-6,1.3,,,9.986,0.036,9.502,0.031,,,10.123,0.28,9.475,0.13,9.185,0.04,,,8.415,0.024,8.174,0.029,8.144,0.026,,,,,,,,,6152,218,218,4.227,0.135,0.243,-0.02,0.15,0.21,1.361,0.458,0.255,1.175,0.149,0.107,0.408,0.277,0.23,127.7,40.17,21.29,0.022,0.014,0.008,,,
201587162,11 24 11.247,+01 50 39.16,1,9.628,,264-729-1,460-048923,11241124+0150391,,STAR,gri,rpm,-5.1,1.4,1.3,1.4,,,10.151,0.038,9.729,0.034,,,10.155,0.37,9.55,0.13,9.402,0.02,,,8.667,0.024,8.449,0.051,8.422,0.023,,,,,,,,,6253,346,198,3.88,0.322,0.23,0.022,0.1,0.12,2.125,0.795,0.763,1.493,0.252,0.302,0.125,0.28,0.071,227.1,102.7,80.12,0.026,0.013,0.008,,,
201592408,11 38 09.398,+01 55 34.89,1,9.362,56755,271-843-1,460-049233,11380940+0155348,,STAR,gri,plx,-14.16,1.19,-19.79,0.97,9.52,1.23,9.816,0.03,9.265,0.023,,,10.068,0.03,9.334,0.04,9.06,0.06,,,8.262,0.021,8,0.031,7.979,0.027,,,,,,,,,5566,167,134,4.31,0.135,0.432,0.144,0.15,0.15,1.121,0.898,0.137,1.03,0.124,0.055,0.656,0.31,0.516,105,13.57,13.57,0.023,0.008,0.01,,,
201597610,11 22 44.440,+02 00 26.63,1,9.69,,264-627-1,461-049489,11224444+0200266,,STAR,gri,rpm,-5.5,1.3,-29,1.3,,,10.091,0.037,9.699,0.035,,,10.426,0.17,9.709,0.14,9.375,0.04,,,8.608,0.02,8.408,0.042,8.288,0.031,,,,,,,,,6252,227,227,4.017,0.258,0.258,0.03,0.12,0.15,1.783,0.712,0.509,1.377,0.194,0.233,0.186,0.318,0.105,191.4,69.77,59.58,0.028,0.014,0.01,,,
201597992,11 47 25.683,+02 00 47.96,1,9.066,57525,272-709-1,461-050051,11472567+0200479,,STAR,gri,plx,-39.78,1.15,25.96,0.99,4.35,1.09,9.426,0.025,8.952,0.021,,,9.91,0.23,9.114,0.11,8.704,0.05,,,7.983,0.021,7.82,0.036,7.692,0.023,,,,,,,,,6369,229,191,3.798,0.12,0.12,0.035,0.1,0.1,2.598,0.504,0.422,1.611,0.16,0.133,0.084,0.049,0.031,229.9,57.6,57.6,0.028,0.014,0.012,,,
201599049,11 13 16.566,+02 01 45.81,1,9.077,,263-587-1,461-049244,11131657+0201458,,STAR,gri,rpm,-7,1.4,-9.3,1.3,,,11.395,0.139,9.558,0.031,,,10.738,0.02,9.588,0.04,8.366,0.02,,,6.242,0.027,5.477,0.027,5.172,0.026,,,,,,,,,3548,35,35,0.777,0.07,0.182,0.123,0.08,0.16,76.625,15.711,7.542,1.293,0.05,0.14,2.86E-06,8.24E-07,1.38E-06,1167,278.7,64.78,0.023,0.012,0.003,,,
201601162,11 11 31.395,+02 03 41.36,1,9.381,54675,263-532-1,461-049192,11113139+0203412,,STAR,gri,plx,44.9,1.39,-35.62,1.07,11.59,1.23,9.926,0.03,9.303,0.022,,,10.192,0.01,9.702,0.01,9.034,0.07,,,8.146,0.023,7.864,0.033,7.794,0.021,,,,,,,,,5838,93,93,4.41,0.04,0.08,0.006,0.12,0.12,1.051,0.092,0.061,1.053,0.055,0.066,0.872,0.141,0.206,86.28,9.157,9.157,0.017,0.008,0.006,,,
201601287,11 15 17.905,+02 03 48.38,1,8.364,54961,263-534-1,461-049296,11151790+0203483,,STAR,gri,plx,21.29,0.8,-116.75,0.8,4.55,0.9,9.338,0.024,8.324,0.014,,,9.846,0.03,8.773,0.04,7.729,0.06,,,6.404,0.023,5.839,0.023,5.726,0.018,,,,,,,,,4545,71,53,2.43,0.169,0.078,0.104,0.12,0.12,11.799,0.642,2.353,1.368,0.173,0.144,8.32E-04,7.25E-04,1.48E-04,219.8,43.47,43.47,0.029,0.017,0.012,,,
201602813,11 15 54.230,+02 05 12.08,1,9.305,55022,263-475-1,461-049314,11155421+0205120,,STAR,gri,plx,208.21,0.99,-8.8,0.96,8.95,1.14,9.599,0.025,9.172,0.02,,,10.104,0.03,9.303,0.04,8.963,0.03,,,8.319,0.018,8.104,0.031,8.018,0.029,,,,,,,,,5558,55,111,3.957,0.336,0.105,0.179,0.2,0.16,1.711,0.354,0.572,1.065,0.118,0.099,0.191,0.427,0.062,111.7,14.23,14.23,0.025,0.013,0.005,,,
201603965,11 27 43.888,+02 06 14.54,1,9.767,,264-737-1,461-049597,11274388+0206145,,STAR,gri,rpm,-35.2,1.3,-65.1,1.3,,,10.225,0.038,9.737,0.035,,,9.957,0.03,9.704,0.04,9.334,0.06,,,8.564,0.02,8.26,0.047,8.212,0.026,,,,,,,,,6202,150,187,4.184,0.16,0.192,-0.439,0.36,0.36,1.266,0.466,0.225,0.994,0.234,0.127,0.441,0.343,0.244,132.7,42.24,27.3,0.019,0.013,0.007,,,
201607805,11 28 40.610,+02 09 51.34,1,9.737,,264-811-1,461-049621,11284061+0209513,,STAR,gri,rpm,-4.2,1.5,-22.4,1.4,,,11.147,0.086,10.045,0.044,,,10.549,0.03,9.754,0.04,9.388,0.02,,,8.174,0.029,7.639,0.04,7.546,0.027,,,,,,,,,4753,93,75,2.368,0.285,0.456,-0.482,0.25,0.6,11.008,5.784,2.866,0.998,0.219,0.122,6.86E-04,0.001,5.43E-04,628.6,383.9,171.1,0.034,0.017,0.014,,,
201608408,11 37 43.095,+02 10 26.29,1,8.362,,271-775-1,461-049841,,,STAR,gri,pmV,-15.6,1.3,2.7,1.3,,,10.906,0.092,9.387,0.03,,,10.306,0.03,9.138,0.04,7.529,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609139,11 15 16.517,+02 11 06.94,1,9.881,,263-55-1,461-049295,11151651+0211068,,STAR,gri,rpm,2.2,1.4,-14.9,1.3,,,10.207,0.034,9.761,0.03,,,10.312,0.01,9.834,0.12,9.697,0.1,,,8.984,0.024,8.794,0.069,8.78,0.021,,,,,,,,,6204,295,245,4.021,0.265,0.265,-0.005,0.12,0.15,1.767,0.998,0.55,1.305,0.3,0.188,0.178,0.291,0.111,227.5,99.81,69.37,0.028,0.015,0.011,,,
201610179,11 23 11.898,+02 12 04.28,1,9.602,,264-1026-1,462-047769,11231189+0212042,,STAR,gri,rpm,-20.5,1.6,32,1.5,,,10.758,0.071,9.791,0.039,,,10.609,0.2,9.691,0.14,9.171,0.02,,,8.054,0.024,7.588,0.08,7.457,0.024,,,,,,,,,4805,143,143,2.54,0.588,0.252,-0.306,0.25,0.5,8.489,3.305,3.88,1.082,0.192,0.192,0.001,0.009,6.66E-04,495.4,158.3,221.9,0.028,0.016,0.01,,,
201614568,11 13 53.013,+02 16 06.55,1,6.706,54857,263-1065-1,462-047525,11135300+0216065,,STAR,BV,plx,-93.67,0.48,-41.06,0.46,17.14,0.54,7.106,0.015,6.73,0.01,,,,,,,,,,,6.093,0.032,5.913,0.044,5.845,0.018,,,,,,,,,6645,334,334,4.159,0.075,0.105,-0.002,0.12,0.15,1.597,0.138,0.107,1.377,0.102,0.102,0.318,0.087,0.08,58.34,1.838,1.838,0.012,0.007,0.004,,,
201615553,11 24 07.241,+02 17 02.02,1,9.61,,264-915-1,462-047794,11240724+0217020,,STAR,gri,rpm,-12.9,1.5,3.4,1.5,,,10.963,0.085,9.809,0.041,,,10.658,0.11,9.648,0.21,9.16,0.02,,,7.942,0.026,7.429,0.061,7.285,0.023,,,,,,,,,4697,140,140,2.433,0.225,0.125,-0.138,0.2,0.32,11.104,1.412,1.936,1.251,0.331,0.236,8.83E-04,9.40E-04,2.93E-04,587.1,68.61,72.93,0.034,0.016,0.013,,,
201615601,11 55 26.222,+02 17 04.70,1,9.619,58136,273-43-1,462-048475,11552621+0217047,,STAR,gri,plx,-6.86,1.1,13.21,0.49,3.49,1.16,9.747,0.022,9.382,0.018,,,10.235,0.25,9.677,0.06,9.355,0.04,,,8.729,0.021,8.593,0.036,8.539,0.023,,,,,,,,,6372,259,207,3.916,0.16,0.16,0.003,0.12,0.12,2.129,0.701,0.449,1.498,0.187,0.156,0.13,0.11,0.06,286.5,95.24,95.24,0.031,0.014,0.012,,,
201616093,11 25 21.623,+02 17 32.67,1,8.869,,264-906-1,462-047819,11252162+0217326,,STAR,gri,rpm,-24.7,1.6,2.6,1.6,,,10.911,0.086,9.506,0.033,,,10.509,0.19,9.269,0.12,8.166,0.01,,,6.252,0.024,5.428,0.04,5.155,0.023,,,,,,,,,3639,36,73,0.447,0.02,0.072,-0.364,0.1,0.08,96.917,3.637,1.938,0.968,0.031,0.019,1.05E-06,6.30E-08,8.80E-08,1530,103.4,45.89,0.023,0.001,0.004,,,
201618359,11 12 51.432,+02 19 37.55,1,9.953,,263-312-1,462-047503,11125142+0219375,,STAR,gri,rpm,-32.7,1.2,-2.2,1.1,,,10.342,0.039,9.908,0.036,,,10.418,0.01,9.976,0.05,9.754,0.09,,,8.9,0.021,8.659,0.04,8.597,0.023,,,,,,,,,6047,143,143,4.106,0.25,0.3,-0.002,0.15,0.18,1.498,0.696,0.408,1.187,0.191,0.137,0.284,0.405,0.186,175.6,80.1,47.21,0.026,0.016,0.011,,,
201620616,12 01 29.494,+02 21 44.50,1,8.924,58643,280-156-1,462-048586,12012949+0221443,,STAR,gri,plx,91.54,0.79,-60.14,0.58,15.56,0.85,9.371,0.02,8.811,0.015,,,9.697,0.31,9.038,0.1,8.593,0.02,,,7.748,0.023,7.503,0.04,7.433,0.034,,,,,,,,,5789,137,137,4.448,0.025,0.03,-0.045,0.15,0.24,0.989,0.045,0.036,1.02,0.052,0.087,1.021,0.104,0.094,64.27,3.511,3.511,0.013,0.006,0.004,,,
201620818,11 38 25.129,+02 21 54.86,1,9.751,,271-688-1,462-048110,11382513+0221548,,STAR,gri,rpm,35.8,1.3,-70.7,1.3,,,10.437,0.055,9.752,0.04,,,10.298,0.17,9.707,0.02,9.516,0.05,,,8.677,0.023,8.381,0.04,8.288,0.021,,,,,,,,,5744,228,228,4.364,0.12,0.36,-0.059,0.2,0.16,1.108,0.645,0.227,1.026,0.134,0.096,0.743,0.53,0.532,109.4,60.35,23.69,0.021,0.014,0.009,,,
201624075,12 00 39.831,+02 24 52.21,1,9.319,,280-54-1,463-049442,12003983+0224521,,STAR,gri,rpm,-0.1,1.2,-6.5,1.1,,,10.636,0.044,9.619,0.024,,,10.227,0.18,9.329,0.08,8.93,0.04,,,7.667,0.029,7.142,0.029,7.01,0.016,,,,,,,,,4706,94,113,2.464,0.264,0.11,-0.072,0.18,0.21,11.19,1.136,1.968,1.359,0.433,0.241,9.10E-04,9.56E-04,2.35E-04,522.9,43.89,70.61,0.032,0.017,0.012,,,
201624581,11 20 56.003,+02 25 20.97,1,8.487,55416,264-1125-1,463-048548,11205600+0225209,,STAR,gri,plx,-66.58,0.5,-34.9,0.52,15.25,0.61,7.961,0.016,7.575,0.012,,,9.809,0.17,8.906,0.11,7.92,0.18,,,6.822,0.021,6.656,0.053,6.566,0.036,,,,,,,,,6132,287,179,4.198,0.08,0.096,0.023,0.15,0.21,1.407,0.113,0.066,1.188,0.104,0.121,0.399,0.103,0.096,65.57,2.623,2.623,0.014,0.007,0.005,,,
201626704,11 09 40.220,+02 27 22.50,1,8.441,54541,262-70-1,463-048273,11094022+0227223,,STAR,gri,plx,-277.82,0.75,39.78,0.54,33.33,0.64,8.48,0.017,7.692,0.011,,,9.68,0.06,8.973,0.04,7.91,0.07,,,6.338,0.021,5.999,0.042,5.863,0.017,,,,,,,,,4795,273,986,4.682,0.198,0.09,-0.202,0.3,1.14,0.596,0.161,0.227,0.61,0.196,0.196,2.933,4.267,1.222,30,0.9,0.9,0.005,0.003,0.001,,,
201627181,11 33 22.630,+02 27 49.94,1,8.83,56376,271-15-1,463-048825,11332264+0227499,,STAR,gri,plx,-21.98,0.51,21.01,0.43,3.72,0.5,8.073,0.016,8.028,0.013,,,9.852,0.03,9.253,0.04,8.392,0.04,,,7.885,0.019,7.895,0.024,7.837,0.027,,,,,,,,,8758,747,534,3.966,0.102,0.119,0,0.12,0.12,2.5,0.347,0.256,2.249,0.194,0.162,0.135,0.045,0.045,268.8,36.13,36.13,0.028,0.014,0.01,,,
201631882,11 11 33.664,+02 32 13.02,1,9.072,54678,266-1022-1,463-048314,11113365+0232129,,STAR,gri,plx,-55.71,1.09,-3.82,1.09,4.91,0.93,8.873,0.018,8.628,0.015,,,9.813,0.05,9.511,0.05,8.755,0.01,,,8.157,0.02,8.06,0.04,8.018,0.023,,,,,,,,,6791,274,219,3.986,0.135,0.162,0.04,0.1,0.1,2.061,0.475,0.327,1.576,0.138,0.115,0.153,0.092,0.066,203.7,38.58,38.58,0.026,0.016,0.01,,,
201636714,11 17 50.964,+02 36 43.57,1,9.889,,266-27-1,464-046482,11175097+0236434,,STAR,gri,rpm,-16.6,1.7,0.2,1.7,,,11.487,0.094,10.322,0.048,,,10.849,0.03,9.873,0.04,9.478,0.08,,,8.076,0.023,7.368,0.046,7.22,0.026,,,,,,,,,4437,106,88,1.691,0.666,0.37,-0.566,0.48,0.4,20.644,12.015,9.445,0.956,0.267,0.064,7.91E-05,4.78E-04,6.08E-05,1135,547.6,480.9,0.031,0.018,0.011,,,
201646243,11 09 51.840,+02 45 29.00,1,9.83,,265-26-1,464-046299,11095183+0245289,,STAR,gri,rpm,7.6,1.4,-28.1,1.4,,,10.793,0.059,10.016,0.04,,,10.547,0.02,10.123,0.04,9.523,0.07,,,8.381,0.024,7.922,0.038,7.796,0.031,,,,,,,,,5380,132,88,2.491,0.025,0.04,-1.14,0.12,0.21,8.816,0.458,0.264,0.883,0.018,0.018,0.001,1.11E-04,1.65E-04,649.3,19.48,23.78,0.024,0.013,0.006,,,
201647869,11 28 25.030,+02 46 58.69,1,7.186,55982,267-843-1,464-046720,11282502+0246586,,STAR,BV,plx,-119.04,0.5,-70.35,0.51,19.35,0.54,7.739,0.016,7.251,0.012,,,,,,,,,,,6.308,0.018,6.088,0.021,6.018,0.02,,,,,,,,,6377,189,189,4.261,0.045,0.081,-0.013,0.12,0.21,1.352,0.12,0.07,1.241,0.062,0.112,0.493,0.08,0.117,51.68,1.55,1.55,0.01,0.006,0.003,,,
201650346,11 45 42.292,+02 49 17.34,1,8.553,57370,275-157-1,465-047334,11454228+0249174,,STAR,gri,plx,-189.71,0.95,-112.09,0.76,33.74,0.83,8.897,0.021,8.062,0.014,,,10.042,0.3,8.938,0.01,7.915,0.05,,,6.629,0.024,6.268,0.026,6.151,0.018,,,,,,,,,3532,84,56,5.01,0.049,0.042,0.087,0.1,0.1,0.261,0.04,0.04,0.26,0.05,0.05,13.69,4.315,2.865,29.64,0.889,0.889,0.005,0.003,0.002,,,
201652029,11 28 47.063,+02 50 51.74,1,9.029,,267-414-1,465-046964,11284705+0250517,,STAR,BV,rpm,-2.4,1.3,-17,1.3,,,10.817,0.092,9.33,0.031,,,,,,,,,,,6.229,0.021,5.468,0.042,5.201,0.016,,,,,,,,,4000,115,115,1.435,0.15,0.3,-0.032,0.18,0.24,34.627,13.26,6.351,1.215,0.157,0.184,2.73E-05,1.82E-05,1.75E-05,667,183.6,99.82,0.034,0.016,0.013,,,
201652583,11 27 56.240,+02 51 22.56,1,4.772,55945,267-1193-1,465-046949,,,STAR,BV,plx,16.89,0.37,-9.81,0.29,5.8,0.33,5.94,0.014,4.943,0.009,,,,,,,,,,,,,,,,,,,,,,,,,4909,60,60,2.586,0.204,0.238,-0.246,0.2,0.24,10.776,0.691,0.898,1.601,0.803,0.669,0.001,7.95E-04,5.70E-04,172.4,9.81,9.81,0.023,0.013,0.008,,,
201653168,11 44 40.130,+02 51 56.14,1,9.794,,275-132-1,465-047311,11444012+0251560,,STAR,gri,rpm,53.8,1.3,-57.1,1.3,,,10.393,0.042,9.772,0.034,,,10.528,0.43,9.772,0.1,9.479,0.02,,,8.634,0.023,8.332,0.055,8.182,0.024,,,,,,,,,5786,278,334,4.377,0.13,0.442,-0.064,0.15,0.21,1.089,0.771,0.223,1.023,0.159,0.114,0.743,0.53,0.582,105.3,77.6,23.37,0.019,0.014,0.007,,,
201653648,11 46 17.861,+02 52 22.18,1,9.946,,275-39-1,465-047342,11461785+0252222,,STAR,gri,rpm,-4.5,1.4,-17.3,1.4,,,10.42,0.052,9.781,0.038,,,10.551,0.45,9.879,0.04,9.686,0.06,,,8.82,0.026,8.607,0.036,8.527,0.025,,,,,,,,,6218,250,250,3.989,0.276,0.276,-0.007,0.12,0.16,1.773,0.986,0.546,1.344,0.271,0.226,0.182,0.346,0.119,214.5,95.54,76.64,0.028,0.016,0.012,,,
201654624,11 59 27.925,+02 53 20.06,1,9.137,58472,276-1181-1,465-047605,11592793+0253200,,STAR,BV,plx,-5.97,1.18,-36.03,0.69,1.45,1.24,10.34,0.037,9.315,0.02,,,,,,,,,,,7.548,0.02,7.008,0.036,6.931,0.018,,,,,,,,,4738,115,115,2.433,0.21,0.126,-0.202,0.24,0.36,11.07,1.18,1.464,1.193,0.467,0.259,8.94E-04,7.37E-04,2.54E-04,689.7,589.8,589.8,0.03,0.015,0.011,,,
201655378,12 04 14.099,+02 54 04.14,1,9.385,,283-346-1,465-047710,12041408+0254040,,STAR,gri,rpm,-56,1.2,-43.5,1.2,,,9.783,0.024,9.342,0.02,,,9.996,0.22,9.611,0.19,9.122,0.04,,,8.339,0.023,8.112,0.055,8.051,0.029,,,,,,,,,6105,195,195,4.207,0.195,0.234,-0.061,0.15,0.15,1.35,0.43,0.278,1.169,0.183,0.102,0.397,0.359,0.214,125.3,39.51,30.04,0.022,0.01,0.01,,,
201655762,11 47 27.533,+02 54 26.03,1,9.558,,275-1107-1,465-047375,11472753+0254260,,STAR,gri,rpm,-36,1.2,-5.2,1.2,,,10.021,0.034,9.537,0.031,,,10.295,0.42,9.579,0.06,9.242,0.08,,,8.494,0.024,8.266,0.033,8.198,0.026,,,,,,,,,6166,219,182,4.044,0.255,0.255,0.017,0.15,0.21,1.633,0.825,0.471,1.282,0.258,0.184,0.222,0.343,0.135,163,73.7,50.76,0.029,0.011,0.013,,,
201659305,11 14 58.405,+02 57 51.09,1,9.591,,266-846-1,465-046656,11145841+0257510,,STAR,gri,rpm,-1,1.4,-19,1.3,,,11.047,0.078,9.944,0.041,,,10.47,0.06,9.668,0.06,9.214,0.09,,,7.932,0.024,7.408,0.026,7.25,0.018,,,,,,,,,4763,96,96,2.466,0.306,0.108,-0.177,0.2,0.24,10.971,0.72,2.28,1.238,0.449,0.225,9.45E-04,0.001,2.08E-04,578.8,39.97,98.7,0.033,0.017,0.014,,,
201661870,11 41 30.558,+03 00 23.62,1,9.401,,275-483-1,466-046723,11413055+0300235,,STAR,gri,rpm,-58.4,1.2,-16.5,1.2,,,10.443,0.05,9.512,0.03,,,10.494,0.5,9.507,0.27,8.932,0.02,,,7.888,0.024,7.387,0.031,7.302,0.015,,,,,,,,,4887,145,116,3.101,0.405,0.729,-0.357,0.36,0.54,4.484,5.059,1.687,1.004,0.289,0.131,0.008,0.024,0.007,275,262.7,104.6,0.024,0.015,0.008,,,
201663460,11 41 10.692,+03 01 59.40,1,9.879,,275-759-1,466-046707,11411068+0301594,,STAR,gri,rpm,-9.6,1.3,11.9,1.3,,,10.98,0.077,10.18,0.05,,,10.733,0.36,9.907,0.14,9.514,0.04,,,8.516,0.021,8.113,0.059,7.949,0.024,,,,,,,,,4873,252,168,2.437,0.598,0.078,-0.431,0.35,0.42,10.33,0.971,4.41,1.069,0.341,0.155,9.40E-04,0.005,2.07E-04,735.2,52.58,294.2,0.032,0.013,0.011,,,
201665718,11 44 59.166,+03 04 16.93,1,8.965,57302,275-271-1,466-046799,11445918+0304169,,STAR,gri,plx,-34.13,1.07,-9.24,0.89,5.73,1.08,8.877,0.019,8.577,0.016,,,9.971,0.44,9.189,0.02,8.534,0.06,,,7.966,0.021,7.897,0.034,7.832,0.027,,,,,,,,,7457,446,372,4.091,0.105,0.147,0.03,0.12,0.15,1.898,0.39,0.237,1.691,0.167,0.119,0.227,0.101,0.092,174.5,32.89,32.89,0.026,0.011,0.009,,,
201667145,11 52 25.699,+03 05 41.93,1,8.751,,276-1001-1,466-046963,11522569+0305419,,STAR,gri,rpm,-109.2,1.2,-91.3,1.1,,,9.293,0.026,8.525,0.019,,,9.789,0.15,9.229,0.1,8.305,0.19,,,7.232,0.023,6.945,0.053,6.855,0.026,,,,,,,,,5857,231,370,4.243,0.225,0.36,-0.03,0.2,0.32,1.234,0.692,0.336,1.04,0.168,0.14,0.461,0.608,0.319,66.88,33.51,19.2,0.014,0.012,0.006,,,
201668193,11 47 01.516,+03 06 47.63,1,9.807,,275-499-1,466-046842,11470152+0306477,,STAR,gri,rpm,-11.8,1.7,-13.3,1.7,,,11.555,0.179,10.005,0.048,,,10.889,0.12,9.719,0.09,9.344,0.1,,,7.894,0.024,7.271,0.034,7.064,0.018,,,,,,,,,4458,105,105,2.28,0.2,0.32,0.022,0.2,0.28,12.985,5.793,2.406,1.27,0.212,0.177,5.47E-04,5.20E-04,3.59E-04,629,225.8,116.3,0.034,0.016,0.013,,,
